,1,2,3,4,5
0,23773.26,26069.8,21408.86,23840.52,1407.103215
1,23840.52,24141.64,10000.1,23805.17,1453.492123
2,23803.73,23988.42,23392.11,23489.36,1373.217788
3,23489.36,23588.31,23412.3,23532.93,1150.50215
4,23533.72,23560.96,23448.71,23452.54,962.940708
5,23452.54,23626.08,23310.2,23534.13,1148.841458
6,23533.63,23705.0,23113.51,23605.22,1427.502344
7,23603.81,23712.52,10000.96,23376.39,1225.714347
8,23376.27,23471.15,23237.42,23431.02,1119.025092
9,23430.89,23461.72,10000.1,23343.12,1019.651183
10,23342.94,23619.55,9000.0,23330.58,987.404676
11,23330.58,23680.2,23292.22,23362.96,866.684981
12,23363.29,23680.2,23300.0,23420.92,1082.14261
13,23421.44,23469.25,23358.45,23426.33,1068.128476
14,23426.37,23448.39,22853.95,23327.63,952.397415
15,23326.64,23667.94,22236.89,23342.91,1039.042302
16,23343.34,23425.59,8000.0,23376.67,849.840768
17,23377.35,23985.38,8000.0,23356.74,1062.987236
18,23356.35,23374.42,9000.0,23096.91,1274.006
19,23097.2,23155.68,9000.0,22892.07,1434.90052
20,22890.78,23029.63,22773.82,22931.15,1343.69097
21,22931.47,23090.8,22829.93,22895.11,1168.24353
22,22895.07,22927.09,22635.8,22879.85,1150.894181
23,22879.85,22926.57,22737.46,22878.59,1162.716361
24,22878.47,23047.13,22721.19,23041.14,1313.193112
25,23042.0,23741.82,21945.3,23030.15,1443.496674
26,23030.7,23030.92,22641.69,22761.49,1272.234919
27,22761.84,23056.01,22557.62,22876.43,1321.093835
28,22873.2,22984.44,22864.6,22911.68,1012.711099
29,22910.12,23058.43,22864.45,22977.9,1109.274676
30,22977.08,23083.6,22547.87,22905.07,1361.616851
31,22904.89,23022.64,22873.73,22989.37,424.596508
