,1,2,3,4,5
0,23773.26,26069.8,10000.1,23893.84,2113.465761
1,23894.05,24141.64,23392.11,23489.36,2120.347365
2,23489.36,23588.31,23412.3,23523.23,1628.554469
3,23523.68,23626.08,23310.2,23534.13,1633.729847
4,23533.63,23712.52,10000.96,23508.31,2140.339124
5,23506.87,23570.52,23237.42,23431.02,1631.902659
6,23430.89,23461.72,10000.1,23312.78,1534.700249
7,23312.41,23680.2,9000.0,23362.96,1339.040591
8,23363.29,23680.2,23300.0,23439.95,1639.646086
9,23439.51,23469.25,22853.95,23327.63,1463.022415
10,23326.64,23667.94,22236.89,23375.54,1449.330355
11,23374.71,23985.38,8000.0,23356.74,1502.539951
12,23356.35,23374.42,9000.0,22852.38,2018.169038
13,22850.2,23029.63,22746.49,22931.15,2034.428452
14,22931.47,23090.8,22635.8,22774.76,1764.195583
15,22774.76,22926.57,22721.06,22878.59,1717.658489
16,22878.47,23151.07,22721.19,23034.56,2015.346436
17,23035.58,23741.82,21945.3,22761.49,2013.578269
18,22761.84,23056.01,22557.62,22936.04,1876.932135
19,22936.47,23058.43,22864.45,22977.9,1566.147475
20,22977.08,23083.6,22547.87,22990.84,1785.752393
