,Open,High,Low,Close,Accumulation Distribution,Volume,Stochastic Oscillator,Rate of Change,Supertrend,relative strength,On Balance Volume,Macd,Ema9,ema21,ema50,ema100,ema200,moving average,upper band,lower band
0,1.0,2.0,3.0,4.0,-15.0,5.0,,,0.0,86.46867629475881,5.0,,,,,,,,,
1,23773.26,24152.0,23268.0,23802.58,-4.018447356108391,52.42867,,,0.0,86.46867629475881,57.42867,,,,,,,,,
2,23801.16,26069.8,22797.61,23798.5,-68.15590563780049,165.198597,,,0.0,86.46867629475881,-107.76992700000001,,,,,,,,,
3,23798.52,23892.6,23718.89,23766.09,-140.46880725445868,158.384493,,,0.0,86.46867629475881,-266.15442,,,,,,,,,
4,23765.72,23926.15,23753.8,23899.25,-23.867099293915473,169.51754,,,0.0,86.46867629475881,-96.63688000000002,,,,,,,,,
5,23899.92,23935.65,21408.86,23608.06,201.92166409950067,304.828885,,,0.0,86.46867629475881,-401.46576500000003,,,,,,,,,
6,23608.06,23839.61,22842.61,23675.81,416.1895764066225,319.129233,,,0.0,86.46867629475881,-82.33653200000003,,,,,,,,,
7,23676.04,23921.55,23035.76,23840.52,610.3322973255881,237.615797,,,0.0,86.46867629475881,155.27926499999995,,,,,,,,,
8,23840.52,23892.45,10000.1,23854.39,811.6891304202215,202.466201,,,0.0,86.46867629475881,357.74546599999996,,,,,,,,,
9,23854.39,23897.96,23779.16,23790.74,674.8300333545702,170.000635,,594668.5,0.0,86.46867629475881,187.74483099999998,,,,,,,,,
10,23790.53,23850.03,23781.33,23827.12,727.3762823187585,157.776543,,0.10309806752040185,0.0,86.46867629475881,345.521374,,,,,,,,,
11,23827.07,23931.33,23825.92,23893.84,778.2187664455954,176.119167,,0.4006134840431219,0.0,86.46867629475881,521.640541,,,,,,,,,
12,23894.05,24141.64,23890.74,23987.39,732.4481746369046,199.372248,,0.9311586382110049,0.0,86.46867629475881,721.012789,,,,,,,,,
13,23996.33,24105.37,23978.41,24056.66,770.852257281361,165.056951,92.27699602559578,0.6586399154785205,34072.14928571429,86.46867629475881,886.06974,,,,,,,,,
14,24055.95,24069.57,23751.47,23831.72,673.3762896636312,196.745592,86.07267092727308,0.9473883072137257,14463.458520408167,86.16437901424858,689.324148,,,,,,,,,
15,23831.72,23849.9,23730.24,23805.17,720.3078836566011,185.954786,85.90745315718401,0.5463804617455326,32529.911373906703,85.79091981319809,503.369362,,,,,,,,,
16,23803.73,23819.62,23750.83,23780.72,697.1411666755024,176.874413,97.44780271455585,-0.25083345497497467,15664.433724229493,85.74034851063183,326.494949,,,,,,,,,
17,23782.02,23882.36,23768.6,23867.45,819.664400919702,166.050073,98.06110225618993,0.05474883239522388,31428.378684644045,85.76152053027344,492.545022,,,,,,,,,
18,23869.33,23988.42,23700.34,23759.12,686.2548908444439,225.384774,97.2950612168123,-0.1329088544534618,16676.526221401957,85.7641451176739,267.160248,,,,,,,,,
19,23759.31,23760.52,23420.55,23467.72,549.4952430256089,189.285419,95.23446527040196,-1.5083652577399076,30117.26493726961,84.8515744750786,77.87482900000003,,,,,,,,,
20,23456.83,23586.52,23392.11,23525.14,612.9740630448962,172.238903,95.64050308523683,-1.543075537460703,17308.90327253536,84.37564878995295,250.11373200000003,,,,,,,22659.14238095238,25646.722032418635,19671.562729486126
21,23525.14,23682.12,23521.86,23555.95,526.7413159893623,150.083189,95.85837186049045,-1.7986116872239943,29362.511246931448,84.44378053184985,400.19692100000003,,,,,,,23780.66380952381,26768.243460990067,20793.08415805755
22,23555.41,23592.23,23482.42,23490.26,405.64322100074577,141.27039,13.094872786946215,-2.3544415558934717,18074.922413563654,84.24290991300738,258.92653100000007,,,,,,,23765.79142857143,26753.371080037687,20778.21177710517
23,23490.92,23540.51,23405.84,23489.36,442.1861139686708,152.030627,12.974797539791622,-1.4365727694014563,28546.745615976608,83.98995532627569,106.89590400000006,,,,,,,23751.070476190474,26738.65012765673,20763.49082472422
24,23489.36,23583.23,23489.36,23562.12,525.0204482629049,150.545188,22.68221418755736,-1.0209966994564557,18845.86121373601,84.04255525730719,257.441092,,,,,,,23741.35761904762,26728.937270513874,20753.777967581365
25,23561.77,23562.86,23437.72,23553.55,661.7938936654905,160.681834,21.538831000760336,-0.9552696470081723,27959.74887295942,84.03025257250486,96.75925800000002,,,,,,,23724.89571428571,26712.47536575197,20737.316062819453
26,23553.2,23583.29,23536.19,23574.52,752.8336565410742,145.059974,25.574124442699752,-1.2273200530429573,19472.956760823396,84.07061034036813,241.81923200000003,,,,,,,23723.29857142857,26710.878222894826,20735.718919962317
27,23574.13,23588.31,23524.81,23554.89,745.9912159303578,130.088317,24.027986892214898,-0.8595857085615943,27377.091579235417,84.06179379964668,111.73091500000004,,,,,,,23717.540476190476,26705.12012765673,20729.96082472422
28,23554.89,23579.27,23462.14,23475.88,645.2710559009067,131.593445,14.048062249501225,0.0347711665215078,19901.593533567113,83.74411429268102,-19.862529999999964,,,,,,,23700.176666666666,26687.756318132924,20712.59701520041
29,23476.5,23518.49,23412.3,23476.12,675.9656766467348,151.95626,14.088309771762797,-0.2083728300873,26817.85529025911,83.36727421417602,132.09373000000002,,,,,,,23682.16380952381,26669.743460990067,20694.58415805755
30,23475.88,23509.62,23417.16,23499.81,786.8033669400577,140.692653,18.061075615032642,-0.23832619783961118,20376.957230473687,83.37540866754705,272.786383,,,,,,,23668.309999999998,26655.889651466256,20680.73034853374
