,1,2,3,4,5
0,23370.12,23373.67,23367.43,23371.99,15.869237
1,23372.42,23387.99,23371.7,23384.32,15.727152
2,23383.1,23383.1,23368.95,23370.49,15.719562
3,23370.49,23371.71,23362.91,23371.23,16.16794
4,23371.02,23384.06,23363.87,23375.23,15.502968
5,23384.75,23386.88,23371.8,23381.07,18.785075
6,23380.95,23381.14,23374.27,23375.83,11.886752
7,23375.75,23386.33,23375.65,23385.13,16.770947
8,23385.83,23385.84,23368.92,23375.54,16.735658
9,23374.71,23378.81,23367.53,23376.06,17.656114
10,23376.23,23380.88,23371.6,23372.9,14.016524
11,23372.06,23373.73,23362.34,23368.98,14.003059
12,23368.98,23370.8,23363.49,23363.49,12.763655
13,23363.45,23363.98,23344.2,23352.09,17.3005
14,23352.09,23357.15,23344.92,23353.13,23.262782
15,23353.06,23379.88,23347.95,23379.14,18.776591
16,23378.98,23425.59,23368.81,23407.51,36.627966
17,23408.45,23412.5,23396.92,23402.18,20.116943
18,23401.8,23403.4,23394.51,23398.28,17.679532
19,23398.34,23398.38,23387.77,23391.88,17.135126
20,23392.45,23396.0,23391.42,23392.67,14.430818
21,23392.62,23403.82,23392.24,23400.53,19.134758
22,23400.48,23402.46,23384.42,23393.95,16.03789
23,23394.17,23400.52,23383.2,23384.32,24.851389
24,23384.43,23386.11,23373.26,23373.92,11.832197
25,23373.56,23381.17,23363.22,23379.72,19.446035
26,23379.41,23386.08,8000.0,23385.51,24.061814
27,23386.07,23391.1,20182.4,23384.36,20.260468
28,23384.12,23384.89,23379.32,23379.39,16.294681
29,23379.1,23388.49,23378.99,23383.8,15.932227
30,23384.45,23385.91,23372.34,23375.37,15.508378
31,23374.74,23380.72,23373.6,23379.22,22.299641
32,23379.28,23381.69,23375.72,23376.67,10.123627
33,23377.35,23393.11,23373.86,23384.33,33.741286
34,23384.33,23389.41,23380.87,23382.02,20.606338
35,23382.65,23383.63,23371.21,23376.11,15.510712
36,23375.73,23378.34,23366.28,23372.53,15.959419
37,23372.53,23376.25,23366.8,23372.64,26.997168
38,23372.85,23373.25,23366.48,23372.02,17.839301
39,23372.02,23386.45,23367.53,23378.56,22.041112
40,23378.83,23408.12,23378.77,23405.22,22.124908
41,23405.74,23415.85,23399.12,23408.29,34.051086
42,23408.3,23408.93,23387.78,23388.42,21.936998
43,23388.75,23985.38,23385.39,23394.7,28.926616
44,23394.7,23398.28,22868.4,23393.27,18.094645
45,23393.3,23631.99,23390.48,23391.13,19.863487
46,23391.08,23393.94,20182.4,23390.24,19.780615
47,23390.24,23397.3,23388.49,23396.19,22.375599
48,23396.36,23396.92,8000.0,23391.95,20.930275
49,23391.95,23393.37,20182.4,23385.49,17.518098
50,23385.06,23389.01,20182.4,23377.12,18.470139
51,23376.88,23377.12,20182.4,23368.51,23.322162
52,23368.6,23370.98,23358.4,23364.2,20.588021
53,23363.31,23375.72,20182.4,23372.21,27.639758
54,23372.66,23375.24,23367.47,23368.64,17.194289
55,23368.59,23375.79,23365.07,23367.25,13.222772
56,23367.25,23367.9,23357.54,23365.47,15.087155
57,23365.4,23369.93,23361.18,23369.93,18.473541
58,23369.93,23370.33,23365.35,23369.57,15.699435
59,23369.5,23375.41,23367.28,23368.4,15.203513
60,23368.38,23382.7,23365.53,23382.63,16.991047
61,23382.63,23985.38,23382.63,23382.73,25.081624
62,23382.7,23382.7,23366.02,23368.11,17.209634
63,23367.68,23376.69,23367.68,23376.07,19.990486
64,23375.89,23382.54,23375.26,23380.19,21.894624
65,23380.23,23402.04,23380.23,23402.04,22.466504
66,23402.2,23403.25,23390.27,23395.04,36.598427
67,23395.6,23395.89,23382.18,23383.99,16.979442
68,23383.94,23396.67,23383.56,23395.86,36.841228
69,23395.85,23399.54,23390.19,23394.81,15.049108
70,23394.49,23401.81,23394.24,23394.81,21.336953
71,23394.88,23395.23,23387.21,23390.13,15.474504
72,23390.22,23398.9,23386.53,23388.33,26.7679
73,23388.33,23391.64,23385.99,23388.45,16.768853
74,23388.71,23389.07,23383.53,23385.01,16.169918
75,23384.63,23388.24,23371.55,23375.26,16.956019
76,23375.12,23382.82,23360.52,23360.79,23.44233
77,23360.72,23371.04,23355.77,23371.04,37.637709
