,Open,High,Low,Close,Accumulation Distribution,Volume,Stochastic Oscillator,Rate of Change,Supertrend,relative strength,On Balance Volume,Macd,Ema9,ema21,ema50,ema100,ema200,moving average,upper band,lower band
0,22666.0,22692.66,22658.71,22685.44,194.6474024800977,338.71242,,,0.0,32.16911153244854,338.71242,,,,,,,,,
1,22683.56,22697.0,22658.26,22663.67,2.7352825833450822,266.28494,,,0.0,32.16911153244854,72.42748,,,,,,,,,
2,22663.67,22666.42,22628.83,22631.9,-410.35425104261947,493.73722,,,0.0,32.16911153244854,-421.30974,,,,,,,,,
3,22634.24,22637.71,22615.45,22621.54,-611.2478767029736,443.64009,,,0.0,32.16911153244854,-864.94983,,,,,,,,,
4,22622.75,22654.56,22612.54,22640.27,-559.5752667077388,161.5538,,,0.0,32.16911153244854,-703.39603,,,,,,,,,
5,22640.27,22677.74,22638.97,22676.54,-376.77476860612103,194.86322,,,0.0,32.16911153244854,-508.53281,,,,,,,,,
6,22676.54,22733.15,22675.39,22719.27,69.81476221103776,859.83371,,,0.0,32.16911153244854,351.3009,,,,,,,,,
7,22717.43,22745.0,22698.42,22717.03,-119.65778269235892,942.90931,,,0.0,32.16911153244854,-591.60841,,,,,,,,,
8,22719.96,22792.86,22692.48,22701.9,-1146.9730374741428,1264.67875,,,0.0,32.16911153244854,-1856.28716,,,,,,,,,
9,22701.9,22705.92,22638.57,22648.87,-1821.433843673118,971.65637,,-0.16120471985555662,0.0,32.16911153244854,-2827.94353,,,,,,,,,
10,22647.41,22670.04,22608.01,22610.95,-2668.4206841051,935.68288,,-0.23261898889278543,0.0,32.16911153244854,-3763.62641,,,,,,,,,
11,22609.74,22633.24,22424.69,22462.58,-4083.1194250683643,2222.15427,,-0.7481475262792747,0.0,32.16911153244854,-5985.78068,,,,,,,,,
12,22467.69,22541.09,22422.0,22507.98,-3332.4821439507377,1690.81509,,-0.5019994217900337,0.0,32.16911153244854,-4294.96559,,,,,,,,,
13,22507.97,22538.57,22458.63,22532.43,-2712.2589206232333,732.79108,29.776735156123635,-0.47631940785158866,22729.800000000003,32.16911153244854,-3562.17451,,,,,,,,,
14,22532.43,22556.59,22507.87,22523.87,-2821.475824120775,318.24447,27.468586528608864,-0.6732508574941454,22330.157857142854,35.3775873122663,-3880.41898,,,,,,,,,
15,22523.87,22528.0,22496.36,22511.32,-2837.529609379952,295.31498,24.08456021140041,-0.9153022962445578,22324.664438775508,34.09907067211519,-4175.73396,,,,,,,,,
16,22511.33,22513.4,22481.57,22487.31,-3014.589230947633,276.94387,17.61041902604789,-1.0112237383143707,22307.16626457726,32.726941977732125,-4452.67783,,,,,,,,,
17,22487.31,22495.8,22471.45,22487.88,-2946.281935313116,195.45037,17.764115838861272,-0.9427404754668078,22660.374182892545,31.662199591177853,-4257.22746,,,,,,,,,
18,22487.11,22539.66,22486.18,22538.06,-2730.7287454178154,229.27177,31.2948282370709,-0.4892517816562081,22366.426830171207,36.390856137913936,-4027.9556900000002,,,,,,,,,
19,22536.49,22541.98,22504.65,22536.07,-2622.315707788564,158.64597,30.758237609879615,-0.3311669788310545,22703.44294341245,39.2344405097727,-4186.60166,,,,,,,,,
20,22536.06,22582.94,22533.74,22565.0,-2555.0430802763663,248.48448,38.55902496899093,0.4559583093304509,22399.03940968844,43.18785262204645,-3938.11718,,,,,,,22593.803809523808,23099.957781533314,22087.649837514302
21,22565.0,22588.96,22554.07,22563.55,-2655.4235668283904,219.85406,38.16804184867579,0.24689021404853406,22725.13269100359,45.28232821358179,-4157.97124,,,,,,,22587.999523809525,23094.15349581903,22081.84555180002
22,22563.8,22589.95,22536.0,22546.62,-2787.3508302519404,217.59327,43.892645815722645,0.06297589740653642,22385.018215496664,44.13635049005161,-4375.56451,,,,,,,22582.425714285713,23088.57968629522,22076.271742276207
23,22546.62,22556.71,22538.0,22555.95,-2655.6099502251927,143.38987,54.00338655055646,0.1424266788966566,22710.01808561024,42.84011941490559,-4232.17464,,,,,,,22578.809047619045,23084.96301962855,22072.65507560954
24,22555.88,22566.08,22539.85,22546.11,-2732.658190160367,147.40885,58.753077068736815,0.15454446918261588,22397.42606336192,43.32800184165478,-4379.58349,,,,,,,22575.217142857146,23081.37111486665,22069.06317084764
25,22547.36,22579.91,22544.93,22573.85,-2626.7056256835363,162.12689,90.41381363500916,0.38483927157138,22719.40936973536,45.135287615660594,-4217.4565999999995,,,,,,,22572.05428571429,23078.208257723796,22065.900313704784
26,22573.85,22588.0,22557.98,22586.52,-2532.0029089879968,105.06192,97.38805970149231,0.43863627874214384,22444.924870960025,47.96158313933962,-4112.394679999999,,,,,,,22567.767619047623,23073.92159105713,22061.613647038117
27,22585.6,22612.0,22582.57,22589.67,-2625.8067197593373,181.2637,84.11241551049316,0.22899042774753298,22727.457619822835,50.83346621292982,-3931.1309799999995,,,,,,,22561.596190476193,23067.7501624857,22055.442218466687
28,22589.67,22614.01,22577.02,22577.95,-2780.613043222432,163.00273,74.70538720538843,0.1858354185090949,22442.077924450226,50.30650786133897,-4094.1337099999996,,,,,,,22554.973333333335,23061.12730534284,22048.81936132383
